Tweet,Keyword,Sentiment,start,end
@KimKardashian thanx Kim u too ! Kourtney n Kim is on tonight in South Africa ! Cant wait to c u the episode where Shengo has to leave .,Shengo,neutral,24,25
"Saudi Prince Alwaleed buys TWITTER STAKE $ 300 MILLION - DUBAI ( Reuters ) Prince Alwaleed bin Talal , the Saudi billio ... http://t.co/OZcaL2CO",Prince Alwaleed bin Talal,neutral,14,18
"Compaq S1922 18.5"" Widescreen LCD Monitor - $ 99.99 - With the HP S1922 19"" Class Widescreen LCD Monitor you can enjo ... http://ow.ly/19sTJG",HP,positive,12,13
@March15Syria please RT : Rally for #Syria tomorrow in #NYC by the UN at 1pm . Come support those Syrians literally dying for freedom !!,UN,neutral,12,13
Iranians Vote to Choose New Parliament http://t.co/7ACptS4G,Parliament,neutral,5,6
IHRDC founder Payam Akhavan -- Canada : Haven of Choice for Iran's Elite http://t.co/al3v08s4 #Iran,Payam Akhavan,neutral,2,4
"Can't believe she's gone . I grew up listening to her beautiful voice , her songs She's 4ever in my heart and memory . R.I.P Whitney Houston .",Whitney Houston,positive,25,27
Details of the Plans http://t.co/lEhdNPO3 via @STC_KSA sir i went to buy Samsung galaxy s2 in riyadh Tahlia,Samsung,neutral,12,13
My sir Ataus Samad at University of Dhaka and my leader Begum Zia . http://t.co/9UhqX2db,Begum Zia,neutral,11,13
"I posted 2 photos on Facebook in the album ""On Assignment | 26th SEA Games"" http://t.co/wElBPwAF",Facebook,neutral,5,6
ppl be aware . I found out yesterday to my surprise that behind united4iran r mollas rejects . Not our friends # iranelection,behind united4iran,negative,12,14
"Ugarit News || #Syria || [ 11 Dec 2011 ] Al-Bayadah , #Hom s: The martyr Fouad Kan'an along with his Mother , sister , ... http://t.co/UoSl3D0o",Fouad Kan'an,neutral,16,18
Environmental Skills Huhne warns solar firms not to promote higher feed-in tariff : Energy Secretary defends deci ... http://t.co/w0P1ArJ9,Environmental Skills Huhne,neutral,0,3
U.N . failed civilians during Congo rebel attack http://bit.ly/cuC6ks,U.N,negative,0,1
@felafeffy lol YEAH ! :( if we go back i'm not going to fall asleep during Wicked ever again . XD and HARRY POTTER OMG & gt ; : ),HARRY POTTER,positive,22,24
K Williams Brown is spreading beehive love all over downtown . 7 in the first hour . World record in the making ? #salemor http://t.co/b9OMqKr,K Williams Brown,positive,0,3
Bill Walsh interviews LuAn Mitchell and Terri Tibbs this Sunday on the Rainmaker Show . http://t.co/W6WknUd5 via @billwalsh360,Terri Tibbs,neutral,6,8
Video : Burning Man 2011 : Rites of Passage - Burn Night Timelapse ( by Grant Kaye ) After the last rays of the ... http://t.co/SJw2rDV,Grant Kaye,neutral,15,17
Rolland Safe and Lock is wherever you are ! When in need we will help !,Rolland Safe and Lock,positive,0,4
The Eco Preservation Society : First day of May and last day of 2010 promotion of # RTR . Please follow EcoActions and RT #RTR material Gracias,The Eco Preservation Society,neutral,0,4
Elixir Displays System Information for Your Android Phone [ Utilities ] http://bit.ly/iWL5ni,Elixir Displays System Information,neutral,0,4
"Daily Aashiana Punjabi Newspaper online : Union Human Resources Development Minister , M http://t.co/UmaAOaPG",Union Human Resources Development,neutral,6,10
Meat Ball del Dawson's http://t.co/BEe4DcQO,Meat Ball del Dawson's,neutral,0,4
Source : Chris Paul joins LeBron James â?? marketing group - Boston Herald http://tinyurl.com/2emzq55,Boston Herald,neutral,11,13
Check out this Amazon deal : 'Monster MCC AVL300-S Home Theater and Lighting Controller with Omnilink' by Monster Cable http://bit.ly/aCet7H,Monster Cable,positive,17,19
Working on messaging platform for Kim Kardashian's soon-to-be announced annulment . Suggestions ?,Kim Kardashian's,neutral,5,7
Gemma Barker : Jessica Sayers duped into dating 2 boys without realising they were the SAME GIRL http://t.co/ZpXmMnSC via @MailOnline,Jessica Sayers,negative,3,5
Still Suicide Shopping to Ben Bernanke â?? s Last Dance http://t.co/gisAsqWc,Ben Bernanke,neutral,4,6
I subscribed to RajshriKids's channel on YouTube . http://t.co/LI3rtAPZ,YouTube,neutral,6,7
I posted a new photo to Facebook http://t.co/i4iGBTA,Facebook,neutral,6,7
@TeamNeulife dun knw if im 1 of d winner if im- Snehanshu Gupta Calcutta Cycle Store Reti Chowk Gorakhpur Uttar Pradesh 273001 09935160160,Calcutta Cycle Store,neutral,13,16
travel tours â?? Incredible Treats in Durban Travel Tours Outstanding Treats in Durban Travel Tours Article by Daryll Ward http://tiny.ly/WYR4,Durban Travel Tours,positive,12,15
nasa aliens - Get Colon health information and how to support your colon with detox diets - nasa aliens http://goo.gl/kmag3,nasa,neutral,0,1
"Five Mobile Tips for Marketers , Who Mostly Didn't Attend Barcelona Congress via @AdAge http://t.co/ZG3lFcaZ",Barcelona Congress,neutral,10,12
"Ad Agency BBH Moves Into Social Gaming , Looking For Developer Partners Who Like Lollipops http://t.co/Olc7MuC8 #tech",BBH,neutral,2,3
"remarkable ? I think not ! RT @F1sasha : The national matric pass rate is 67.8 % , Basic Education Minister Angie ( cont ) http://tl.gd/7v078a",@F1sasha,negative,7,8
"@georgewow I know , in a way George this is all ur fault . Lol . We will haveto get you on HOrde for Life of The Chaos Stream in the future !",George,positive,7,8
Lego Space Shuttle Nearly Reaches Space [ VIDEO ]: NASA â?? s storied space shuttle program may be history but ships a ... http://t.co/TaFf7Kn6,NASA,neutral,9,10
Samsung Offers Android 4.0 Ice Cream Sandwich Upgrade for GALAXY devices http://t.co/1Yi2AtIS,Android,neutral,2,3
KC Concepcion Rogue Magazine Photos Continue to Get Praised by Fans on Twitter : The KC Concepcion Rogue magazine ... http://t.co/gT1QLEUp,Twitter,neutral,12,13
"Greece , Portugal , Ireland Government Bonds Fall ; ECB May Signal Rate Path - Bloomberg http://t.co/Q6YXlPt via @BloombergNow",Bloomberg,neutral,15,16
"@DaltonCyr he's cool ! He's so cute !! And many my friend say , yasmin , I already follow him but he's not give me some response :( they say it",yasmin,neutral,14,15
Lego Space Shuttle Nearly Reaches Space [ VIDEO ]: NASA â?? s storied space shuttle program may be history but ships a ... http://t.co/TaFf7Kn6,NASA,neutral,9,10
"Japan retail sales boosted by surge in demand for car s: "" The Japanese automotive association predicts that dome ... http://t.co/xIeCRdBC",Japanese automotive association,neutral,13,16
House Defeats Amendment to Drop DNS Blocking from Stop Online Piracy Act : The House Judiciary Committee defeated ... http://t.co/Qbt5pVck,House Judiciary Committee,neutral,14,17
"Justin Bieber â?? s mom shunned , may sue to save son ;P http://bit.ly/bF7yNG 1",Justin Bieber,neutral,0,2
Check out this entry to become Greyson Chance â?? s ProtÃ©gÃ© . #BBMchallenge http://t.co/l46om84o,Greyson Chance,neutral,6,8
A dog having 2 million Facebook fanshttp://enlightedmind.blogspot.com/2011/10/dog-having-2-million-facebook-fans.html,Facebook,neutral,5,6
"In the meantime , if you follow us on Twitter or like us on Facebook to show you're serious , maybe we'll let you in first in the queue ;-)",Facebook,neutral,14,15
The Dotted Lines has moved its launch date to Easter Sunday for it's huge site wide Easter egg hunt !,The Dotted Lines,positive,0,3
Various Positions Available at JOB Pertamina - Medco E http://t.co/SFGJyOAp,Medco,neutral,7,8
"@AhmadShuja You definately need a new picture . I saw you on Al-Jazeera , you look different -old - joke . Time to remove ur tazkera pic .",Al-Jazeera,neutral,12,13
"NASA unveils sweeping new program s: A week before President Obama attends a ""space summit"" in Florida , NASA unveil ... http://bit.ly/cwA9DE",NASA,neutral,0,1
"Obama is a stupid . People of Egypt don't want from Moubarak reform , they want him to leave power and Egypt .",Egypt,neutral,7,8
"my mum went down to maccas at 6 : 30am to get breakfast for myself & my sister , because I've been having a hard time at school . I LOVE MY MUM",my mum,positive,0,2
Vanity Fair replaces Lindsay Lohan with JLo for Fall cover http://t.co/pdMiiIz,Vanity Fair,neutral,0,2
@rachelgpng we see first ah !! I dont trust u ... Scully u party until u can't drive straight,Scully,negative,11,12
*Sheren Rehman appointed as the Pakistan Ambassador to U.S.A,*Sheren Rehman,neutral,0,2
L'Oreal Brings Solar Power to Arkansa s; SKF Launches Gothia Cup Qualifiers ... : L'Oreal USA has installed solar ... http://t.co/uep3x5MC,SKF,neutral,7,8
Avoiding Copyright Pitfalls on Pinterest http://t.co/C5xnN2GR via @saving4someday,Pinterest,neutral,4,5
â?? @ REITriState : Only 1 more week until REI Soho's Grand Opening ! â?? @cmxco,REI,positive,9,10
"$ 150 for dye/highlight , cut plus treatment ... Cheap ! i like uncle gan and aunti robelle :) http://t.co/823mO26C",aunti robelle,positive,16,18
Brees denies knowledge of bounty program http://t.co/jf6xv7g9,Brees,neutral,0,1
Twitter Recommendation : Great guide to setting up Twitter Vending Machines http://ow.ly/1sl87,Twitter,positive,0,1
"Todays it's writing placement test for Jan and Marc , among other administrative administrativia ....",Marc,neutral,8,9
"UFC : Davis-Machida , Nick Fairley , MLB Game 162 : http://t.co/AUTpWDfk",Davis-Machida,neutral,2,3
"I'm selling St George England Flag Real Leather 20"" Filled Cushion on eBay . View it here : http://bit.ly/cNIp2u",St George England,neutral,2,5
"Michael Anderson , Co-founder Aboriginal Tent Embassy says they dont want to be part of the Aust Constitution coz Aust is racist & liars #RA",Aboriginal Tent Embassy,neutral,4,7
"Petrobras CFO On Becoming Bigger Than Exxon And Apple : I Buy Oil Every Day , iPads Every 2 Years http://t.co/Wh7xo9b via @forbes",Exxon,neutral,6,7
Make your own song by Barbra Streisand ! : http://t.co/ms2sf3p via @AddThis,Barbra Streisand,neutral,5,7
Senior Obama Campaign Staffer Tweets Subtle Attack on Romney : President Obama's senior campaign strategist took ... http://t.co/DzilfcyU,President Obama's senior campaign strategist,neutral,10,15
Attention ! Earthquake is here ! Freedom fries's Bruce Driscoll and Marie Seyrat shake shake shake it ! Director of ... http://t.co/ZUhjGUiG,Marie Seyrat,positive,11,13
@Musics1stlove well kreashawn claims her account was hacked after it posted a slewwww of racist azz comments #cmonson,kreashawn,negative,2,3
Have you heard of Pinterest ? http://t.co/zgjUeHto,Pinterest,neutral,4,5
WHERE DO YOU GET 100 FREE MORE TWITTER FOLLOWERS ? http://tinyurl.com/2wpnvw5,TWITTER,neutral,7,8
#cgen auditions day 2 . Renee & I are joined Finch on the audition panel ! ( @ Old Queensland Museum ) [ pic ]: http://t.co/ers50T6B,Queensland Museum,neutral,19,21
"On behalf of shin , Megaera tweets : I can't speak but I can understand words .",Megaera,neutral,5,6
"if Birmingham can tie Chelsea at Stamford 1-1 , Sunderland beat Arsenal 2-0 at Lights , did the stars wrote Brighton will beat Liverpork 2nite ?",Arsenal,neutral,11,12
@melindajwinter ... thanks for that RT Melinda - sure appreciate it !,Melinda,positive,6,7
@stephaniecapon1 G ball THC feat Jones -close people please leave feed back tell us what you think http://t.co/Z8xYuBvY,Jones,neutral,5,6
"Focus Academy - Training and Media Consulting , Lebanon - http://www.lebweb.com/site/lebanon-focusacademy-tv-121416",Focus Academy,neutral,0,2
http://t.co/6mqGFZog SPB Shell 3D ( Android 3D Launcher ),SPB,neutral,1,2
BBC News Australia leadership PM Gillard defeats Kevin Ru dd: Australian PM Julia Gillard defeats Kevin Rudd in t ... http://t.co/HSBuV2nk,Gillard,neutral,5,6
AU bullpen Falters In 9-8 Loss At No . 2 Arizona State today . BUT WAR EAGLE ANYWAY !,AU,positive,0,1
It's such joy to see my friends getting married one by one . Congrats LN and jacklyn .,LN,positive,14,15
"Englewood Beach and Yacht Club - $ 1 , 899 http://t.co/s9cIe1Qr",Englewood Beach and Yacht Club,neutral,0,5
EU Elects Van Rompuy for Second Term as European Council Chief | Fox Business http://t.co/tbdRiRNm via @foxbusiness,Van Rompuy,neutral,2,4
"and now the National Environmental Protection Agency is going to Instal pollution reading machine was bought 300 , 000 $ from Austria",National Environmental Protection Agency,positive,3,7
Prosperity & Success for humanity is only in obeying the Orders of ALLAH ( S.W.T ) by following the way of Prophet Muhammad ( S.A.W ),Prophet Muhammad,positive,21,23
rest in peace Whitney ... we will always love you & lt ; 3,Whitney,positive,3,4
"The best talk and guidance : Quran & Sunnah Narrated Tariq ( Radi-Allahu 'anhu ): 'Abdullah said , ""The best talk is ... http://t.co/M5fTfG6T",Tariq ( Radi-Allahu 'anhu ):,positive,10,15
Did you hear Facebook went public ? Soon you will be able to purchase Facebook stock ! So the question is- If you ... http://t.co/woj94k3u,Facebook,neutral,14,15
@pcrayton12 should i start you or pierre thomas tomorrow in fantasy ?,pierre thomas,neutral,6,8
hye i made a new account on the twitter i do not familiar with twiiter website can anybody help me out how to use this website ?? thanks,twiiter,neutral,14,15
"Oh USA .. Oh ISRAEL ... your 9/11 is our 24/7 ISLAM is totally innocent from those events , maybe Bush's regime isn't",ISLAM,positive,11,12
L'Oreal Brings Solar Power to Arkansa s; SKF Launches Gothia Cup Qualifiers ... : L'Oreal USA has installed solar ... http://t.co/uep3x5MC,L'Oreal,positive,0,1
Visit 'Kool Skool' bookstore and get 1 Campfire graphic novel FREE on a purchase of 4 Campfire graphic novels .,Campfire,neutral,16,17
""" @ HindAlmarzooqi : Work eight hours and sleep eight hours and make sure that they are not the same hours :p wat abt the remaining 8 hours ?",HindAlmarzooqi,neutral,2,3
"#039 http://t.co/MPm4zhc I cant find a photo by John Lennon Yoko Ono . Hes laying on her in a bed , if you have the photo , please ...",Yoko Ono,neutral,10,12
Check out Glee performing The Wanted's Glad You Came | Sugarscape | http://t.co/33da2GbQ ( via @alexiacarv ),Sugarscape,neutral,10,11
"Missing all filipino foods , specially my wife's cooking ... !!!",wife's,positive,7,8
"@WJGBalderama @AddThis ""Slick"" is way more descriptive of Romney , Bill Clinton , and Obama than Rick Perry . Rhymes don't fit reality .",Rick Perry,negative,16,18
The Grammys are watched . Go 2 sleep ; ),Grammys,neutral,1,2
"If you're attending NAMC's Work/Life Conference tomorrow at the Crest Hollow CC , stop by Alcott's exhibit table and say hello !",Alcott's,neutral,15,16
"'Being first cousin of Imran Khan , Mr Niazi was â?? expected â?? to take this step' . http://t.co/o8nVC6cn",Mr Niazi,neutral,7,9
"after Niki Vasilev , presentation on valuation multiples , presentation on real estate investment , time for a case study ....",Niki Vasilev,neutral,1,3
"Forget the supermarket , go artisanal : By Justine Gerardy The Neighbourgoods Market in Saltriver , where people co ... http://t.co/xDUUJwUK",Justine Gerardy,neutral,8,10
Aurobindo Pharma is into a downtren d: CK Narayan Venture into buying L & T ; : CK Narayan Nifty may touch 5350 : CK Narayan Buy Hero Honda,CK Narayan,neutral,7,9
"Sad Incredible Hulk music as the Cardinals pitcher walks off the mound ? Well done , Miller Park .",Cardinals,negative,6,7
HRCP concerned at killing of journalist http://t.co/t6tYgT35,HRCP,neutral,0,1
"Trying out my new kindle fire.Now , what books should I start reading ? I already begin with the biography of Steve Jobs , any other suggestion ?",Steve Jobs,positive,21,23
Twitter Help Center | Video : How To Change Your Profile Picture or Information http://t.co/px305TGG via @support,Twitter,neutral,0,1
@KimKardashian I want some of Rob's socks lol,Rob's,negative,5,6
"Ustaz , you make me wanna smack your mouth !",Ustaz,negative,0,1
Wiz Khalifa Announces Engagement on Twitter [ VIDEO ] http://t.co/ryu1SLUz,Wiz Khalifa,neutral,0,2
"Obama took our Rights with NDAA , now the President is taking our Guns , leaving us Defenseless http://t.co/D3hTn9sH",Obama,negative,0,1
"@acmilan Santos' Ganso Tells Thiago Silva He Wants AC Milan Move â?? Report : Brazil international , who ha ... http://bit.ly/qs3eTn",Thiago Silva,neutral,4,6
I liked a @YouTube video http://t.co/TTDr9TNr One Direction - What Makes You Beautiful,One Direction,positive,6,8
"iCurrency Plus for Windows new feature â?? Post to Twitter , Facebook or send a mail - Do you see the icons for ... http://t.co/1U9kjdNo",Facebook,neutral,11,12
Alain Renaud taking HSBC global M & A role-source s: LONDON ( Reuters ) - Alain Renaud is replacing Andrew Bell as gl ... http://t.co/8uzcV6Gs,Alain Renaud,neutral,15,17
"Engineer/Architect AED 8 , 000 - 9 , 000 p.m . We are a Fit-Out/FF & E Company based in Dubai UAE , we urgently need an ... http://t.co/MU73n7bI",Fit-Out/FF & E Company,neutral,14,18
GET FREE INSTANT TWITTER FOLLOWERS ! http://is.gd/cPsvX,TWITTER,neutral,3,4
Singapore Airshow opens tomorrow . http://t.co/IXSFykZD Attend UKTI's networking session from 3 - 5pm !,UKTI's,neutral,7,8
"what a joke - the gom for the jan lok pal bill - sharad pawar , moily and kapil sibal.this govt thinks we the people are stupid and gullible .",govt,negative,20,21
Turkish military offers condolences to families of airstrike victims http://t.co/OQjCeMaJ via @todayszamancom,Turkish military,positive,0,2
"Try this .. Unique Link Building Tool , Guarantees Top Google Ranking ! http://t.co/WmUQumzO",Google,neutral,10,11
http://t.co/6mqGFZog SPB Shell 3D ( Android 3D Launcher ),SPB,neutral,1,2
"On this day 1963 , In less than ten hours , The Beatles record ten new songs for their first album plus four other ... http://t.co/EBpJFT3w",The Beatles,positive,11,13
Whitney Houston is not yet buried and the money vultures are already out http://t.co/fuvM5TWo,Whitney Houston,neutral,0,2
@ndtv She is selected from congress group ! No result ! BJP don't waste the time,congress,negative,5,6
"$ 150 for dye/highlight , cut plus treatment ... Cheap ! i like uncle gan and aunti robelle :) http://t.co/823mO26C",aunti robelle,positive,16,18
New post : MOH Manuel UEI College http://t.co/hJQQoE55,UEI College,neutral,5,7
Cute Females to have sex in Bangalore 8722971642 : Call Kiran 8722971642 Charming and sexy girls to be your tem ... http://twurl.nl/4zt676,Kiran,neutral,10,11
Why Facebook's New Questions Tool Is Good for Brands & Businesses http://ow.ly/4oJXK,Facebook's,positive,1,2
"NASA unveils sweeping new program s: A week before President Obama attends a ""space summit"" in Florida , NASA unveil ... http://bit.ly/cwA9DE",NASA,neutral,18,19
Mark Thomason's comment on Four Fiscal Phonies via @nytimes http://t.co/5UNhfxaF,Mark Thomason's,neutral,0,2
Artificial Tree s: Capturing Energy from Sun and Wind : Discovery News http://t.co/nQ2Cm0KT,Discovery News,neutral,10,12
"Ultra-running and the mysterious White Horse : The long-distance runner Michael Randall Hickman , also known as Mi ... http://t.co/pVDvbpzB",White Horse,neutral,4,6
Congress is always on to the next big thing ! Healthcare reform is not finished ... it's just getting started .,Congress,positive,0,1
Bobbi Kristina -- I'm Doing Oprah Because I TRUST Her http://t.co/V8qnRDBk,Oprah,positive,5,6
Weezer ft . Jorge Garcia [ aka Hurley ] - Perfect Situation [ Live at AXE M ... http://t.co/gWKAA8s via @youtube,Hurley,neutral,7,8
How many days Assante have to live ? At least not in prison ? Good idea for bookmakers ...,Assante,negative,3,4
The modern way of finding and promoting jobs in Twitter and Facebook : http://t.co/HBmhWhf #job #promotion #system #twitter #facebook,Facebook,neutral,11,12
Attention ! Earthquake is here ! Freedom fries's Bruce Driscoll and Marie Seyrat shake shake shake it ! Director of ... http://t.co/ZUhjGUiG,Bruce Driscoll,neutral,8,10
Official RIM statement regarding NFC on new devices - If you've already read our BlackBerry Bold 9930 review ( if yo ... http://t.co/CbfduSh,RIM,neutral,1,2
SA made G Kristen as coach . They actually misread Ind WC victory . Can some one pls tell them they need MSD to win ? #MSD #kristen,G Kristen,negative,2,4
@ninadobrev Congratulations Nina .. You're the Best !!!!,Nina,positive,2,3
Abraham Lincoln's mother died when she drank the milk of a cow that grazed on poisonous snakeroot .,Abraham Lincoln's,neutral,0,2
"Madigan , Federal Government & State Attorneys General Secure $ 25 ... http://t.co/MyPo2cjX",State Attorneys General,neutral,5,8
Mint Announces Third Quarterly Results and Market Guidance ... http : //p.gs/1vvo6,Mint,neutral,0,1
The thought of Chappel being Australian almost makes me want India to win today . Is that a bad thing ?,Chappel,negative,3,4
"fontella_w : How to make $ 1 , 000 , 000 in 7 days http://t.co/5xlNylLk http://t.co/teG2ARj4",fontella_w,neutral,0,1
@selenagomez RUSSIA & UKRAINE NEED SELENA LOVE,SELENA,positive,5,6
Sony Ericsson PSP Go Android 3.0 Gingerbread Gaming Smartphone Coming Soon ? [ New Rumors Says Sony Eric ... http://bit.ly/cjKw27 sony pspgo ;P,sony,neutral,20,21
Lol lol RT @allkpop : [ Spoiler : Running Man ] Kim Jong Kook is betrayed by Haha http://t.co/U1FHxYLw,Kim Jong Kook,neutral,11,14
Amitabh got this much fame through his height r through his hair ?,Amitabh,negative,0,1
"I'd like to share this book with you . De ja-sprong by Tilroe , Anna . #iBookshelf","Tilroe , Anna",neutral,12,15
New post : Video Marketing Tips - 3 Ways to Use YouTube Traffic to Achieve Hyper Profit Growth http://bit.ly/9eZNE8,YouTube,neutral,11,12
"National Geographic : Live Augmented Reality-Play with a T-Rex , or take a walk on the moon . http://t.co/kqYHNQ2a",National Geographic,neutral,0,2
Check out this facebook page ! http://t.co/a5D54bV via @AddThis,facebook,neutral,3,4
Catch @DanPrimack on PBS @NewsHour in the 6pm ET hour tonight talking @MittRomney and Bain .,PBS,neutral,3,4
Facebook Timeline : 10 Stunning Designs [ PICS ] http://t.co/C05g6VUN via @Digg,Facebook,neutral,0,1
MetLife Dental Insurance Review : Participants of MetLife Dental Insurance plans receive benefits through a netwo ... http://t.co/eyUHuNj,MetLife,neutral,7,8
"""like"" us we have Tino Coury prizes",Tino Coury,positive,4,6
"@zeeisonfire yes it's super scary . Sometimes when I come to think about it , I can't sleep and I feel like I'm not gonna see tmr .",@zeeisonfire,negative,0,1
Amazon bought Woot.com I guess that explains their great deal on Kindles on it this morning http://bit.ly/bCIfzj,Amazon,positive,0,1
"""India is the most important neighbour"" says Gilani.Is it ??",Gilani.Is,neutral,7,8
"Virender Sehwag completes 8000 Test runs , Update d: December 27 , 2011 08 : 34 IST Melbourne : India's flamboyant ... http://t.co/2r7cw3At",Virender Sehwag,neutral,0,2
I am glad you are letting Herman Cain diappear of his on doing .,Herman Cain,neutral,6,8
"Year 2020 . Will we see countries name like ( Apple , Samsung , Google , Facebook , Microsoft , T ) . From PIIGS to ( ASGFM ) . then no more Euro Crisis",Samsung,neutral,12,13
Origin Energy reports 15 % profit growth http://t.co/SuyTGyy,Origin Energy,positive,0,2
The Watcher's Council RIP edition : The Watcher's Council nominations for the week of February 27th were presen ... http://t.co/oCbF5kcW,The Watcher's Council,neutral,6,9
TWITTER â?? S PROMOTED TWEETS WILL SOON APPEAR ON YOUR IPHONE BUT NOT YOUR IPA D:,TWITTER,positive,0,1
You're as Much To Blame for Facebook Ã¢Â?Â? s Privacy Woes as Mark Zuckerberg http://t.co/wGumfr0x via @slate,Mark Zuckerberg,negative,12,14
"Living Social has the best deal today , half off on Amazon . Thinking of what to buy ? http://t.co/5GKG0up",Living Social,positive,0,2
I liked a @YouTube video http://t.co/zQzJiUj5 Dash Berlin feat Emma Hewitt - Waiting ( Official Music V,Dash Berlin,positive,6,8
U.N . failed civilians during Congo rebel attack http://bit.ly/cuC6ks,U.N,negative,0,1
If God had wanted people to be naked we would have been born that way ! ~ Quote by Archie Bunker from All in the Family,Archie Bunker,neutral,19,21
Motorstorm RC on Vita is free in US tomorrow : Sony offers spin-off racer for free . US-resident Vita owners will ... http://t.co/CdphuKDu,Vita,neutral,3,4
I just joined LinkedIn and created my professional profile . Join my network . http://t.co/biZqgjAb #in,LinkedIn,neutral,3,4
""" War on the World "" ....... How does warfare affect the 'environment ' ? -Slate http://t.co/dSpGc8O5 #War #Environment http://t.co/Xiii2h0c",-Slate,neutral,15,16
"NFL : Patriots 21-10 Bills , Dolphins 10-7 Browns , 49ers 0-3 Bengals y Giants 14-13 Eagles , al medio tiempo http://t.co/7Rf3Nyt4",Patriots,neutral,2,3
Only 1 sleep to go before Dr David Hill is here in Australia . If you know anyone that has any health challenges or ... http://t.co/XXaGtFri,Dr David Hill,neutral,6,9
"Japan , Russia see chance to clone mammoth - Yahoo ! http://t.co/5olWuDCM via @YahooNewsUK",Yahoo,neutral,9,10
"Masonic rituals worship that chick on those Starbucks cups ... You know , the ones on EVERY corner . #smh",Masonic,negative,0,1
Amy's Middle East : Wave of dissatisfaction among Iraqis http://t.co/JHeF9Rz,Amy's,neutral,0,1
A lawyer just demanded that a DNA test be carried out to prove that #Mubarak is not an impostor #mubaraktrial #tahrir,#Mubarak,neutral,14,15
Supreme Court throws out criminal conviction in animal cruelty case â?? WSLS.com http://bit.ly/c1B4h0,WSLS.com,neutral,11,12
I made my first 100 $ after only a month with Yaro Starak - http://budurl.com/yarostarakblogging,Yaro Starak,neutral,11,13
Ignite Energy Scam http://t.co/E3pfHRQ6 Ignite Energy Scam http://t.co/SWqsdnbG,Ignite Energy,negative,0,2
Smithsonian Institution Announces New Jewelry Line with QVC http://www.artdaily.com/index.asp?int_sec=2&int_new=37341,Smithsonian Institution,neutral,0,2
"Madigan , Federal Government & State Attorneys General Secure $ 25 ... http://t.co/MyPo2cjX",State Attorneys General,neutral,5,8
@amnesty #UN It is very strange how Iraqi government support Assad despite the Iraq ppl oppressed by sadam of Iraq as sadam of Syria did,Assad,negative,10,11
"NASA unveils sweeping new program s: A week before President Obama attends a ""space summit"" in Florida , NASA unveil ... http://bit.ly/cwA9DE",NASA,neutral,0,1
Make your own song by Barbra Streisand ! : http://t.co/ms2sf3p via @AddThis,Barbra Streisand,neutral,5,7
"if Birmingham can tie Chelsea at Stamford 1-1 , Sunderland beat Arsenal 2-0 at Lights , did the stars wrote Brighton will beat Liverpork 2nite ?",Sunderland,neutral,9,10
"Meg Whitman â?? s â?? ... voting record is unacceptable ... â?? - Contra Costa Times Editorial , 10-5-09",Contra Costa Times,neutral,13,16
"I'm at Bella Bru ( 5038 Fair Oaks Blvd , at Arden Way , Carmichael ) http://t.co/UTd0eHN0",Bella Bru,neutral,2,4
How has Twitter influenced your life ? Weigh the pros and con s; then change .,Twitter,neutral,2,3
EPA Administrator Lisa Jackson : EPA to propose utility carbon rules next year http://t.co/nygjPARY,EPA,neutral,0,1
"what a joke - the gom for the jan lok pal bill - sharad pawar , moily and kapil sibal.this govt thinks we the people are stupid and gullible .",govt,negative,20,21
"JB Pre ss: the unveiling of 'Ollie , the Dragon Lego' for Thistle Johor Bahru is tomorrow ( 20 Jan ) at 11am ( main lobby ) , followed by lunch :)",Thistle Johor Bahru,neutral,12,15
@eliasrios Brand New Man Utd Babywear now available : http://t.co/OhoIYzjj,Brand New Man Utd,neutral,1,5
AUDIO : Falling Sikh population in Afghanistan : British Sikh author Bobby Singh Bansal has travelled to Afghanist ... http://t.co/B5jO2UmA,Bobby Singh Bansal,neutral,11,14
@weekasiongmp @tonypua PM @najibrazak like football game too.Juz hope our 1Malaysia team shld not b only Mara with No Donald in their final !,Mara,neutral,16,17
"SaudiFee d: NASA â?? s biggest Mars rover poised for blastoff : CAPE CANAVERAL , Florida : NASA is all set to launch the ... http://t.co/0dcEok2l",NASA,neutral,17,18
Just completed a 10.61 km run with @runkeeper . Check it out ! http://t.co/Ld67tkmL #RunKeeper,@runkeeper,neutral,7,8
IBN : Iran vs EU : Iraq Plays Go-Between in Oil Export Crisis http://t.co/nOFOjW6I,EU,neutral,4,5
Congress bailed out Wall St ! It is time yo demand an ethic rule on insider trading by members of the U.S . Congress !,Congress,negative,0,1
unfortunately couldnt watch the open debate on lottery scam btwn finance minister & V T satheeshan ...... wanna c the highlights .........,V T satheeshan,neutral,13,16
On Faith Panelists Blog : Thank goodness for Christopher Hitchens ! - Daniel C . Dennett http://bit.ly/9cjJVn,Daniel C . Dennett,neutral,12,16
ExtradjDnB thanks for following me on Twitter !,Twitter,positive,6,7
Spezza anxious to shoulder load with teammate s: Senators centre Jason Spezza is pointing toward a return to the ... http://bit.ly/gUglMu,Spezza,neutral,0,1
http://t.co/qgznq4f4 President Obama â?? s Agriculture Department today announced that it will impose a new 15-cent charge on all fresh ...,Obama,neutral,2,3
Hazel ( in super power Mandarin ): #SGelections #NSPRally Gan Kim Yong keeps insisting current CPF policies are good . They don't change .,CPF,negative,15,16
