,text,target,label
2843,no ! i use windows 7 but i still prefer to use my mac ... : -RRB-,windows 7,neutral
2844,someone just started following me . and their picture is a fake britney spears sex tape of britney blowing some guy .,britney spears,negative
2845,RT adlercoloride lady gaga love you .,lady gaga,positive
2846,Great info : Rest Steel ipad Stand Is Large And Solid : While a case or portable stand is nice for when yo ... . gadget,ipad,neutral
2847,and i suppose you 're gon na tell me that wii golf is n't the same either . but it 's as real as i 'm ever gon na get .,wii,neutral
2848,That awkward moment when you date your little brother o_O omgsoawkward -LRB- via selena gomez -RRB-,selena gomez,negative
2849,congratsbritney love you britney . . you are amazing and deserve this !! britney spears wins this week !,britney spears,positive
2850,'' Be nice to nerds . Chances are you 'll end up working for one . '' ~ bill gates quote Awesome ... now I want a pocket protector,bill gates,neutral
2851,"i want to kiss you , but if i do then i might miss you , babe . np lady gaga - love game : -RRB-",lady gaga,neutral
2852,Goddamnit john legend ... I did not need the glow sticks rendition of Adele 's '' Rolling in the Deep . '',john legend,negative
2853,"Perfect Couples : Britney Spears and justin timberlake , ahh those where the days * thinks back *",justin timberlake,positive
2854,need help using gemp with pokemon gold/silver - sony psp mod & psp ...,psp,neutral
2855,make a favor to yourself and listen if you seek amy - britney spears .,britney spears,neutral
2856,the ultimate iphone waste of time,iphone,negative
2857,would like to get a google wave invite please,google wave,positive
2858,-LSB- blog -RSB- lindsay lohan arrested again ! : www.pasadenadivorce.com lindsay lohan arrested again on suspicion of dui and possession of cocaine ...,lindsay lohan,neutral
2859,"famous '' pocket god '' iphone application gives case study of how they made $ 18,000 per day !!! -",iphone,neutral
2860,okay I tried to get used to the new google image search but I ca n't . I hate it .,google,negative
2861,loving all of joeymcintyre fans ! i love all you crazy girls ... i am just listening to joe on my ipod !,ipod,positive
2862,i have 7 promo codes for phone / ipod touch games to give away ! please rt,ipod,neutral
2863,"i say screw direct television i 'm going to drown my sorrows in britney spears , ben & jerry 's , and chris pine",britney spears,neutral
2864,"NFSO is sad to report that our NC rep , dave matthews , is in critical condition due to a fatal car accident involving a drunk driver",dave matthews,negative
2865,i love barack obama the man ... great man ... it 's the title of politician and president that i don trust ... not the man ... THE TITLE ...,barack obama,positive
2866,ha i think its one of those spam things like the britney spears porn twitter,britney spears,neutral
2867,My bouquet of daffodils makes me smile ! Add budding branches for elegance -LRB- both cheap TJ -RRB- martha stewart picture .,martha stewart,neutral
2868,"MariaSharapova , Why do Venus and serena williams both look like butch men but Maria Sharapova is super hot ? - .",serena williams,negative
2869,Love my lakers !,lakers,positive
2870,"DIEGO maradona IS MANAGING ARGENTINA ? -LRB- Forgive me , I 've been frozen in a block of ice since 2007 -RRB- REALLY ?",maradona,neutral
2871,pm update has the contest entrants up to 147 for the free windows 7 ultimate dvd -LRB- full version -RRB- . great work everyone .,windows 7,neutral
2872,nicolas cage owes $ 6mm in back taxes . looks like he 's going to have to go out and do another one of those awful movies,nicolas cage,negative
2873,"i 'm walking to walgreens to go get a happy belated birthday card . actually no , i 'm changing first . wii boxers and john ohh shirt wont ' do",wii,positive
2874,"'' i ca n't live without you , ca n't breathe without you . i dream about you , honestly tell me that it 's over . '' - over , lindsay lohan",lindsay lohan,neutral
2875,barack obama to address gay rights group : guardian.co.uk The president 's address comes as a growing number . .,barack obama,neutral
2876,i hate britney spears new song 3 what is it about people ! nothing ! besides she has never had a good singing voice i 'm more for lady gag ! woop,britney spears,negative
2877,"ificouldiwould marry britney spears real talk < = me too , i love her !",britney spears,positive
2878,FemmeFataleMarch29 is officially gon na be britney Day in my calendar ! Justsayin,britney,neutral
2879,"5 feet from tiger woods for min at the Pres Cup here in SF . Stared stupidly in admiration , respect . Walked away with chills of inspiration .",tiger woods,neutral
2880,-LRB- continued . -RRB- like nickelback or britney spears ! what happened to real music ? what about that !,britney spears,negative
2881,britney spears is amazing . Britney is like a pop icon in my generation mainly for people who are born in the 90s .,britney spears,positive
2882,"2 things are annoying the sh * t out of me today : 1 -RRB- all this media coverage over that kid and a balloon , 2 -RRB- britney spears ' song '' 3 ''",britney spears,neutral
2883,"Manimony : What Divorce Costs Famous Women : From Sandra Bullock to britney spears , find out just how much hollywood ... .",britney spears,neutral
2884,long live the disaster that is lindsay lohan .,lindsay lohan,negative
2885,justin timberlake will be honored at the Kids ' Choice Awards for his charitable and environmental efforts .,justin timberlake,positive
2886,i just finished playing forza motorsport ® 3 with my girlfriend ... she is a better driver than me :-RRB- forzamotorsport3 xbox,xbox,neutral
2887,"musicmonday old britney spears , backstreet boys , and nsync . why ? cause i feel like it . ; - p",britney spears,neutral
2888,"rt : thecoffeedesk : suck my balls apple , windows 7 is killing and our stocks are up !",windows 7,negative
2889,"VIDEO : Stephen Colbert 's '' Friday '' Is Fun , Fun , Fun , Fun : Stephen Colbert and jimmy fallon concluded a successful ... .",jimmy fallon,positive
2890,hey . . i need some help deciding if i should upgrade to windows 7 or not ?,windows 7,neutral
2891,"A dozen flowers , a bed ov roses , cutest stories , love amazing , everything blazing me and you 2geda is like google and searching honeymoon feelings , strings . .",google,neutral
2892,RT YouhaveNoTeeth : Fuck Kobe And The lakers .,lakers,negative
2893,"the ocean drowned out the intruders from our wooden bungalow . losing the kindle was the worst thing , really . our id and money , not stolen .",kindle,positive
2894,"liking the new Alphabeat single a lot , a fantasy league type fusion of madonna circa ' 85 and the Jackson 5",madonna,neutral
2895,"soulja boy Receives Support From Fellow Rappers -LRB- Blog -RRB- : Young Buck , Talib Kweli , and S ... . R6SmokinSession",soulja boy,neutral
2896,i feel bad for lindsay lohan . so much talent down the toilet .,lindsay lohan,negative
2897,"CLASSIC Performance : snoop dogg , bust Rhymes , The Game , T-Pain , Nelly & Fat Joe . JumpAround Doggumentary",snoop dogg,positive
2898,o o o My Guitar - o Swift,o,neutral
2899,buy a kindle from amazon.com for $ 259 and help rock for kids !,kindle,neutral
2900,"sarah palin wondered who this Al guy was who was getting so much publicity on Middle-east issues . No one tell her who Mr. Jazeera is , okay ?",sarah palin,negative
2901,windows down music loud with amanda & cbaybee what will this night bring ha ! i love you britney spears !,britney spears,positive
2902,emanuel ungaro had a string of failures for 12 years ... now they have recruited lindsay lohan as a design consultant .,lindsay lohan,neutral
2903,harry potter and the Half-Blood Prince drip leaked ! Grocery shopping commence . This is a pretty good day . Who wants to hang out after ?,harry potter,neutral
2904,"PSA : obama Cant Change The Whole World In 4 Years , Bush Destroyed The World For 8 Years , But Yall Mad At obama , Foh .",obama,negative
2905,skeleton gaga in a suit with a humongous side pony-tail is my new favorite gaga,gaga,positive
2906,"And that new micheal jackson song , I like it . If he had n't died I 'm certain he would have released one final great album . Shame .",micheal jackson,neutral
2907,"Did anyone get through to the charlie sheen Internship Round 3 ? TigerBloodIntern I did , need to do my video submission .",charlie sheen,neutral
2908,it just hit me that marilyn manson looks like the undead version of nicolas cage . just saying . -LRB- via deanleysen -RRB- - rofl,nicolas cage,negative
2909,windows 7 is so much better than vista .,windows 7,positive
2910,ungaro - lindsay lohan creative director ... all of the dresses look like what she herself would wear ...,lindsay lohan,neutral
2911,How to present like steve jobs ?,steve jobs,neutral
2912,hahahaah lindsay lohan is going crazy as shit at her girlfriend on twitter its soooo lol !!,lindsay lohan,negative
2913,got some cool new iphone cases & bt headsets . i love being on the list for this stuff .,iphone,positive
2914,"Dad has banned me from getting tattoos on right side , says lady gaga : London , Mar 24 - lady gaga has reve ... .",lady gaga,neutral
2915,"the money ca n't buy prize was a close game . so we 're giving a nintendo wii to runner up incredible_alc well played , mate ! << well played friend",wii,neutral
2916,"no , the wii sports games seem to suck",wii,negative
2917,i 'm really loving google wave . oh the possibilities ... it 's going to be so useful in the coming months i think .,google wave,positive
2918,oh sara bareilles music is cool . do you like miley cyrus and britney spears ?,britney spears,neutral
2919,you were correct on the harry potter one but wrong on this one !,harry potter,neutral
2920,i was obsessed with britney spears when i was young :p her new music is awful so i stopped liking her .,britney spears,negative
2921,im in love with demi lovato . . help . .,demi lovato,positive
2922,a shiny new nickel to the person who links me to a mash-up of belle biv devoe 's '' poison '' and '' toxic '' by britney spears .,britney spears,neutral
2923,does anyone have an extra google wave invite ? pretty please ?,google wave,neutral
2924,We all start recycling and driving hybrid cars and then spring never comes . thanks for nothing al gore . This is a much more inconvenient truth .,al gore,negative
2925,selena gomez deserves no hate . Shes such a sweet girl . how can she be hated on .,selena gomez,positive
2926,Whatsherface and barack obama : Soccer Extreme : `` My exit was in all the world news . I am like Obama with tits ... . .,barack obama,neutral
2927,nintendo uk are wondrous people . they repaired my niece & nephew 's wii foc . what other company would do that with a product out of warranty ?,wii,neutral
2928,I usually could care less about nick cannon and Mariah Carey but I think its adorable their twins were born on their anniversary,nick cannon,negative
2929,i love moments where listening to an ipod makes you feel like you 're in a movie . had 1 on the dc metro with regina spektor .,ipod,positive
2930,Open Question : was it always barack obama dream to be president of the U.S.A ? and more ... : Here are the . .,barack obama,neutral
2931,"This reminds me when bill gates would n't publicly acknowledge that mac existed . It worked out REAL well then , too ...",bill gates,neutral
2932,"5 years ago i was 8 years older than lindsay lohan , sadly now i look 10 years younger than lilo .",lindsay lohan,negative
2933,"man i always love harry potter weekend on abc family . See britt_alexander , what your missing out on !",harry potter,positive
2934,lagos urges residents to report outrageous charges by psp operators / vanguard / - lagos state government has ...,psp,neutral
2935,-- yeay you have a white iphone like me ! do n't you just love it ?!,iphone,neutral
2936,"So the new justin bieber movie is rated a 12 . That 's gon na be embarrassing , not getting into your own film .",justin bieber,negative
2937,The new harry potter is awesome must see lol,harry potter,positive
2938,george bush today announced the end of military operations against the moon . '' mission completed '' atwarwiththemoon,george bush,neutral
2939,"britneyspears demo for britney/gaga '' monster '' ? : photo : entry tags : britney spears , lady gag de . .",britney spears,neutral
2940,even worse than jimmy carter ?,jimmy carter,negative
2941,i feel yeah !! but do n't hate on me because i love britney spears and still like felicity ... damn i just said way too damn much . lol,britney spears,positive
2942,madonna makes everything better . Or worse . It depends on your point of view and I do n't wish to offend anyone by forcing my opinion on them .,madonna,neutral
2943,-LRB- 6 of 30 -RRB- Patrols Off Libya White House Sending Mixed Messages OPINION : New World of obama Doctrine VIDEO : Footage of Libya Rocket,obama,neutral
2944,porn nsfw britney spears nude by sinful comics celebrity porn cartoons -,britney spears,negative
2945,27 days to the britney spears concert ... hell fucking yes !!!!,britney spears,positive
2946,same here ! thanks a lot krisallen4real you got that damn britney spears song stuck in my head . lol,britney spears,neutral
2947,Colin are you kidding me ? Tom Brady is the best athlete after tiger woods ? You are n't serious .,tiger woods,neutral
2948,lindsay lohan is the reason i 'm pro-choice ... and her name is n't even worth capitalizing,lindsay lohan,negative
2949,idontunderstandwhy Britney wasnt accepted when she went crazy but charlie sheen is . Shaving your head & beat a car with an umbrella way better,charlie sheen,positive
2950,"i favorited a youtube video -- this psp is full bricked , how to recover",psp,neutral
2951,i 'm miss american dream since i was 17 i 'm mrs. lifestyles of the rich and famous -LRB- you want a piece of me -RRB- - britney spears - piece of me ♫,britney spears,neutral
2952,britney spears FANS you NEED TO SHUT THE FUCK UP . you DID N'T EVEN HEAR BEYONCE HER NEW SONG AND ALREADY SAYING SHE IS A COPYCAT . FUL !,britney spears,negative
2953,KarlSchneider Love Gowalla on the ipad . . for sure .,ipad,positive
2954,"is sad to say that her love and admiration for lindsay lohan is slowly fading , hoping it will creep back sometime soon though",lindsay lohan,neutral
2955,"windows 7 is n't the only fall update : pcs get lighter , ditch dvd ... : seattle -- personal computers are changing . .",windows 7,neutral
2956,Justin Bieber is gay ? He has a girlfriend -LRB- < / 3 -RRB- . Justin Bieber ca n't sing ? Usher and justin timberlake fought over him justinbieber,justin timberlake,negative
2957,freakshow by britney spears ?! love it :d lol,britney spears,positive
2958,I wan na watch harry potter so bad after reading all of theboywholived tweets this morning .,harry potter,neutral
2959,Simon Cowell And L.A. Reid Discuss ' X Factor ' Rumors : Cowell tells ryan seacrest that the television talent competition ' ... .,ryan seacrest,neutral
2960,"I love Lewis Black , love Wolf Blitzer , still love Obama , HATE sarah palin .",sarah palin,negative
2961,i really like the new britney spears song '' 3 '' . do n't judge .,britney spears,positive
2962,lindsay lohan does n't miss spa appointment : filed under : lindsay lohan after an exhausting day of watching . .,lindsay lohan,neutral
2963,the humbling - by philip roth - kindle edition .,kindle,neutral
2964,- I 'm not a fan of lady gaga 's music/image but I like what she stands for .,lady gaga,negative
2965,Omg . Just saw harry potter and the deathly hallows . That was so great . And to think the 2nd one will be even better . yes !,harry potter,positive
2966,"i 'm having so much fun with this doesfollow.com website . hehehe . did you know that taylor swift follows nick jonas , but not joe jonas ? trolol",taylor swift,neutral
2967,"lindsay lohan to restrain dad '' celebrity gossip , news and ...",lindsay lohan,neutral
2968,"there 's always a slow person on every television show . London on Suite Life , hillary on Fresh Prince , Chelsea on That 's So Raven , etc . lmao",hillary,negative
2969,the awesome movie transformers : revenge of the fallen here this is it google wave this is it,google wave,positive
2970,"except refs , who even announcers say look like tiger woods ! Lol !",tiger woods,neutral
2971,wow . loving windows 7 on my work and home pcs . windows 7 sales exceed vista 1st-week sales by 234 %,windows 7,neutral
2972,just for the record justinbieberD we all now your rnot really justin bieber !!!!!,justin bieber,negative
2973,"I hate whoever programs the music at my gym . Though I did appreciate both katy perry and Ke $ ha tonight , so maybe things are looking up ?",katy perry,positive
2974,wishing i could live lindsay lohan ' s life for one day,lindsay lohan,neutral
2975,"i feel like i 'm really out of the loop , i 'm still a noob when it comes to the kindle . i have no idea what it does .",kindle,neutral
2976,fucking xbox broke only 10 days after i got it fixed damn microsoft to hell rrrrrrrrrrrrrrrrr,xbox,negative
2977,son has just announced that if he dies he is taking his psp with him ! not sure where that came from but okay !,psp,positive
2978,I just took '' - Adding Parts - justin bieber and I used to date but broke up awhile back . I ... '' and got : Part 14 ! Try it : .,justin bieber,neutral
2979,RR 's Love Update Video : mandy moore Shares Relationship Advice and Talks About Kellan Lutz 's ... . relationship tips,mandy moore,neutral
2980,windows 7 -- some serious problems still remain,windows 7,negative
2981,nick jonas rapping in '' Biggest Fan '' still makes me smile like an idiot . TOO ADORABLE . :'-RRB- justsaying,nick jonas,positive
2982,"for all the itunes trouble you ran into trying to get songs from the ipod to your pc , shout for sharepod . link :",ipod,neutral
2983,my 3 kids love your songs ! keep having to play it in the car on the ipod ! they do n't even know you !!! but they love yeah,ipod,neutral
2984,lindsay lohan ' s dad knows everyone -- even his troubled daughter 's drug dealer ! michael lohan -- who recently ins . .,lindsay lohan,negative
2985,"Nisaaa24 Ohhhhhmygosh :D ha thats freaking dope ! and youre not obsessed , you just REAAAAAALLY love the lakers",lakers,positive
2986,"use windows 7 , www.connectify.me and your wireless broadband to network your pod touch while mobile . wow",windows 7,neutral
2987,britneyspears britney spears straddles man in new music video : the star - who is set for an eage . .,britney spears,neutral
2988,i suck at wii bowling,wii,negative
2989,"get an iphone , you will fall in love",iphone,positive
2990,"They said ... bill gates can spend $ 1,000 every minute ... for the next 80 years . . And it wont even put a dent in his bank account .",bill gates,neutral
2991,nintendo denies wii hd upgrade planned for 2010,wii,neutral
2992,"poor lindsay lohan . those drugs , her family f-ed her up ! i sue to love her she is a mess now . smdh -LRB- reading the mag in the check out aile *",lindsay lohan,negative
2993,"I want Miley Cyrus 's hair , Beyonce 's voice , kim kardashian 's body but mostly I just want Selena Gomez 's boyfriend < 3",kim kardashian,positive
2994,"$ su TechWraith dareyoudevil if bill gates wanted he could say , Buddhists must die and hires a million police officers to kill them",bill gates,neutral
2995,X17 Online - kim kardashian - Photos & pictures | kim kardashian Has A ... : kim kardashian Has A Laugh At Dash . Kim and ... .,kim kardashian,neutral
2996,that 's just my word for penis . tired of the britney spears tweet . i do n't think she 's talented with or without one . imho . : -RRB-,britney spears,negative
2997,"Selena likes Justin 's eyes , Miley likes his smile , taylor swift likes his hair but Beliebers , Beliebers like Justin , as himself . < 3",taylor swift,positive
2998,cuddled up with my kindle on a lazy sunday afternoon .,kindle,neutral
2999,The Secret Diary of steve jobs : We 're looking for two spies : Sense of humor and a taste for adventure are a . .,steve jobs,neutral
3000,i 'm curious as to why anybody would follow a spambot with britney spears sucking off some unknown dude . i mean seriously .,britney spears,negative
3001,sarah palin is the best thing to ever happen to conservatives,sarah palin,positive
3002,"deathdani in the house . welcome to the twam man ! hope you like doritos , lindsay lohan , and diapered giraffes .",lindsay lohan,neutral
3003,back home downloaded the xbox update but all i got was sky player where is zune twitter facebook need help,xbox,neutral
3004,"Bus bombing is awful . But violence inevitble with US doing nothing 2 end conflict & lobby-driven policy . obama , wake up . .",obama,negative
3005,play more britney spears !!! i want to hear 3 britney spears again and again ... stop with lady gag paparazzi . . your killing it 4 me,britney spears,positive
3006,Selena Gomez is embarrassed after ellen degeneres played a clip of her denying her romance with Justin Bieber last year on her show earlier,ellen degeneres,neutral
3007,flash to iphone ... making the iphone platform accessible to creative developers . -,iphone,neutral
3008,lindsay lohan . crazy in love or just crazy ?,lindsay lohan,negative
3009,- i absolutely love britney spears ♥,britney spears,positive
3010,jimmy carter gives a thumbs-up to obama 's nobel peace prize .,jimmy carter,neutral
3011,"the nook , by barnes & noble , vs . kindle international & wins ??? like the kindle but better ? see for yourself .",kindle,neutral
3012,Well at least we can be sure she the '' dumb bitch '' part right '' Dumb bitch '' paris hilton responds to Sarah Shahi .,paris hilton,negative
3013,Another championship for the lakers thatwouldbeawesome,lakers,positive
3014,"hi there ! :-RRB- welcome to your unofficial source for britney spears news ! please follow and support britney spears , and cherish queen b ! < 3",britney spears,neutral
3015,i favorited a youtube video -- britney spears before they were stars,britney spears,neutral
3016,Colmes and Crowley / Should President obama Give His Nobel Peace Prize Back ? . via youtube,obama,negative
3017,I absolutely love ellen degeneres !!! Watching TheEllenShow and she went out of her way to dance with the girl in the wheelchair ! smile : -RRB-,ellen degeneres,positive
3018,"bill gates down billions , still richest american and simon cowell has alphabet soup at his birthday although only letters used were s-i-m-o-n",bill gates,neutral
3019,reclaimed the xbox and have the kids for the weekend . it makes up for a lame week . booked the holibobs today too . top bombing !!!,xbox,neutral
3020,i downloaded the og ff on my wii . good god i cant believe how annoying that music is !,wii,negative
3021,Welp did n't get 2c jimmy fallon oh well looks like anotha boring night 4me !! Should have played drums 2nite silly me gn world,jimmy fallon,positive
3022,"Like vintage madonna like it thanks lilwldchld lilwldchld : '' I was always the one keeping things cool , setting the ... ♫ ~ eowvi",madonna,neutral
3023,dear 15 followers ; why are you following me ? follow britney spears or maybe you can actually say '' hello '' ? - just a thought for my tweet friends,britney spears,neutral
3024,"if selena gomez beats out miley cyrus , victoria justice , or miranda cosgrove . imma need to call up kanye west .",miley cyrus,negative
3025,OMG demi lovato interview is just so intense . She may have been really strong to tell her story . But we are all so thankful . congratulations Demi .,demi lovato,positive
3026,"how is the new britney spears song amazing ? sounds like a chipmunk , js . & it 's getting overplayed already .",britney spears,neutral
3027,"omg but ha & others : arnold schwarzenegger , asked if he wanted to upgrade to windows 7 , replied '' i still love vista , baby '' .",windows 7,neutral
3028,"If al gore invented the Internet , I invented spell check . ~ Dan Quayle",al gore,negative
3029,lucky by britney spears ?! do it < 3 that 's my favorite . rt : ramielemalubay : thedannynoriega why didnt we think of lucky ?,britney spears,positive
3030,"if these clever people help designed windows 7 , who wants to take responsibility for vista ?",windows 7,neutral
3031,"see i told you guys and gals , just like former president jimmy carter , that racism is alive in america . when you live in the south you live",jimmy carter,neutral
3032,lindsay lohan + cocaine = fail,lindsay lohan,negative
3033,"hi , i 'm brazilian and so wanted you to know that if it were to give a name to perfection would be britney spears . love you .",britney spears,positive
3034,ha . I love Patton Oswalt . He said barack obama is the name of a Jamba Juice supplement .,barack obama,neutral
3035,"i see a pattern here ... jimmy carter , who failed his country as president , won the nobel peace prize in 2002 . tcot tlot ocra sgp p2 mob",jimmy carter,neutral
3036,john john mccain is in libya . slams the prez 4 not spending enough $ . what the hell is your problem pal ? are you running for prez too ?,john mccain,negative
3037,"God , I pray for soulja boy 's family . As I am sure they are having sleepless nights . Hold them through this time . Give them strength .",soulja boy,positive
3038,whatever they are doing with google Talk right now-needs to stop,google,neutral
3039,reaaaaalllly love your acting in harry potter ! Why do n't you come to Korea ? ㅠㅠ,harry potter,neutral
3040,"obama is a real risk taker , pussy put all 1 seeds in the final for his bracket",obama,negative
3041,"congratulations 2 britney spears with 3 going 1 on billboard , nicely done ! britneyspears",britney spears,positive
3042,i love watching wedding slideshows and counting how many pictures were taken by me . -LRB- four so far if you include a '' wii for wendetta '' framegrab . -RRB-,wii,neutral
3043,I 've seen lady gag acting with madonna being childish pop icons It was ery funny look it up athttp : / / www.youtube.com/watch?v=smRvhXzi5U0,madonna,neutral
3044,"Sinisterissimo ! Karl Rove starts obama wiki . . Even GregMitch says '' Ha , or huh ? '' wikileaks",obama,negative
3045,please follow me britney spears i am a your biggest fan ever .,britney spears,positive
3046,"Israpundit '' Blog Archive '' barack obama Kow-Tows to China over Tibet : We read that barack obama , in deference . .",barack obama,neutral
3047,im loveeee with lady gaga ♥ ☮ ♪ : .,lady gaga,neutral
3048,"hell yeah , that was my shit too !! lindsay lohan ' s first movie ... -LRB- and her best too -RRB- ... po thang !",lindsay lohan,negative
3049,i agree ! i absolutely love lindsay lohan ' s music . . ca n't say the same about her choices she 's made in the public .,lindsay lohan,positive
3050,"Do Fans Suck ? anderson cooper Chats w/Lady gag . Why Do We Build Up Celebs and Anxiously , Eagerly Await Their Downfall ? .",anderson cooper,neutral
3051,Do n't confuse fame with success . madonna is one ; Helen Keller is the other . - Erma Bombeck,madonna,neutral
3052,Selenita12 Apple Survey - What do you think of Apple products ? ipad sucks ? mac .,ipad,negative
3053,you worry the shit out of me . i fucking love lindsay lohan,lindsay lohan,positive
3054,had a dream that madonna died,madonna,neutral
3055,ha BREAKING NEWS on Obama 's Nobel prize . Turns out it was awarded for making peace with hillary clinton .,hillary clinton,neutral
3056,"Fuck you ChiaGarcia lady gaga deserves to win because she 's amazing , she has done so well ! She deserves all those awards .",lady gaga,negative
3057,xbox 360 repair guide . pdf guide with pictures - extremely easy to follow instructions !,xbox,positive
3058,- omg i love coke and i love harry potter ... you suck !,harry potter,neutral
3059,I really want an ipad . Being sensible means waiting till Spring next year ... anyone NOT loving their ipad ?,ipad,neutral
3060,I just head miley cyrus RUIN nirvana song ! You Miss . Cyrus should be smacked for even thinking you could sing any Nirvana song . disrespect,miley cyrus,negative
3061,ehh it 's only like a few lines . o_o andrew is better than alex & go britney spears lyrics . love that song,britney spears,positive
3062,laying on my sofa and listening to '' toxic '' by britney spears . another boring day . nothing to do . .,britney spears,neutral
3063,seems really nice - easily set up and love the scroll :-RRB- will check your kindle review out now !,kindle,neutral
3064,Are people seriously gon na waste money on the justin bieber movie = /,justin bieber,negative
3065,"just combined wii fit running with my elliptical for a more intense & super fun workout ! fun helps to stay on track , right biggestlosernbc ?",wii,positive
3066,"so i went 2 caulfield cup yesty , did n't back a winner but had 5 people come up & ask 4 photos because apparently i look like britney spears ??",britney spears,neutral
3067,"xbox ? ffs , get yourself a proper machine like thee ps3 ; -RRB-",xbox,neutral
3068,"lmao , i love when they make fun of micheal jackson on south park . XD",micheal jackson,negative
3069,"i remember i used to be like , OBSESSED with britney spears . Like , legitimate . I made a fan club for her and everything . and i was only 7",britney spears,positive
3070,gave me permission to tweet this : '' Jeff Dachis is like sarah palin -- he 's energizing the base . '' : - -RRB-,sarah palin,neutral
3071,I wan na go !! But I ca n't ! and did you notice how the name of the location is harmony grange and the character in harry potter ...,harry potter,neutral
3072,lindsay lohan is a disaster where can i find her and her exposed fanny ?,lindsay lohan,negative
3073,sarah palin Voted Ultimate Fantasy Cougar in Survey of Younger Men : Palin was named the most wanted woman by you ... .,sarah palin,positive
3074,lindsay lohan accuses ronson family of sabatoging romance with samantha ... . live on twitter : damn those ronsons ! with . .,lindsay lohan,neutral
3075,i think the quality should be the same but i 'm wondering if i 'll be able to keep my xbox and my ps3 registered simultaneously .,xbox,neutral
3076,it says its an erotic thriller ! ha ! with lindsay lohan in it ! it looks a bit creepy i might not watch it !,lindsay lohan,negative
3077,hi my name is sara and i 'm an iphone addict . where 's the cookies at this support group ?,iphone,positive
3078,just watched taylorswift13 in crossroads again . still love that dvd ??? britney spears movie ?,britney spears,neutral
3079,"Voldemort will NEVER kill me , for he will DIE !!! harry potter will WIN and GOOD will become .",harry potter,neutral
3080,"so i 'll beat my meat like i 'm a fucking butcher , and i 'll punk the pussy like i 'm ashton kutcher !",ashton kutcher,negative
3081,happy with my freshly 3.1.2 jailbroken iphone that now has the capability of being a wifi access point .,iphone,positive
3082,FTR NEWS : barack obama ' is peace prize starts a fight,barack obama,neutral
3083,Group Mail HD Simplifies ipad Contact Managing - Mario Armstrong . -LRB- by BrothaTech -RRB-,ipad,neutral
3084,you like the fake sounding sythed voices that makes them all sound like britney spears ?!? these kids can sing they do n't need it,britney spears,negative
3085,A copia do Win7 Ultimate custa $ 320 dólares -LRB- full version -RRB- . Presentão do tio bill gates . I love you even more and forever !!! ;-RRB- PC-Girl !!!,bill gates,positive
3086,"i have 8 google wave invites ! best replies get them . -LSB- you going to post the best replies , sam ? -RSB-",google wave,neutral
3087,odd that a woman whose last name rhymes with skank is so classy . cheers to you hilary swank .,hilary swank,neutral
3088,Look at it this way . At least it did n't go to steve jobs . fucking steve jobs .,steve jobs,negative
3089,i love the music of britney spears .,britney spears,positive
3090,lindsay lohan wants a restraining order against her father,lindsay lohan,neutral
3091,"'' Rebecca Black is a genius , and anyone thats telling her shes cheesy , is full of shit '' lady gaga . Agora vai ter mil pessoas amando a Rebecca",lady gaga,neutral
3092,"little Wayne , paris hilton swap prison stories : little Wayne , left , did time for a gun arrest and paris hilton was loc ... .",paris hilton,negative
3093,"Miley has called nick jonas : '' My Sweet inspiration '' , '' My Love '' , '' Prince Charming '' , and '' Nicky '' . RT if that made you smile : -RRB-",nick jonas,positive
3094,Presentations : The steve jobs way or how to create your own reality distortion field,steve jobs,neutral
3095,wake up . musicmonday overprotective - britney spears so old but so good . good morning everyone . .,britney spears,neutral
3096,"obama Agency Review Looks To Snip The Red Tape : By all accounts , the government does n't operate very efficiently with ... .",obama,negative
3097,if you ca n't get an iphone try the next best thing and go htc hero or motorola droid :-RRB- hmm do n't know about the pre : s,iphone,positive
3098,"joe biden just called George Bush 's house & screamed ' Mission Accomplished , Bee-yotch ! ' before quickly hanging up .",joe biden,neutral
3099,musicmonday confessions of a broken heart -LRB- daughter to father -RRB- - lindsay lohan,lindsay lohan,neutral
3100,"RT reevosaulus : No matter how awesome your design tools are ; tablet , ipad , laptop & so on . I think we always come back into a piece of ...",ipad,negative
3101,i ruin dreams not nightmares ... somebody go listen to '' 3 '' by britney spears it 's awesome ! ...,britney spears,positive
3102,and just when i thought anyone could sing a britney spears song and do it justice these twins on xfactor prove me wrong . overseasfuckery,britney spears,neutral
3103,"i noticed last week that my ipod is heavily weighted with roots , dub & jungle . i 'm off to shoehorn some carpenters & blue oyster cult in .",ipod,neutral
3104,on a real britney spears kick,britney spears,negative
3105,"i 've had my kindle since last christmas . traveling in an rv , space is at a premium . kindle is now my library ! love it !",kindle,positive
3106,from twitter ... - britney spears : 3 is exploding at radio ! looks like it will be the most added song of the yeah . .,britney spears,neutral
3107,I am so happy the lakers are back on television . basketball season really brings my family together . we get so excited . love it love it love it !!,lakers,neutral
3108,RT inibbleonclits : Fuck the lakers LOL . . Teamceltics,lakers,negative
3109,"Back from the movies , I watched harry potter , so Amazing .",harry potter,positive
3110,"I 'm watching The Babysitters Cllub and reading harry potter fan fiction . Man , I live a truly tragic life .",harry potter,neutral
3111,"90 's ipod shuffle cont 'd . . pharoahe 's verse on no mercy is an all timer , internal affairs is a top 10 album for me ...",ipod,neutral
3112,lady gaga called Rebecca Black a genius . . I lost a little bit of respect for mother monster for that comment .,lady gaga,negative
